Wall time,Step,Value
1562225629.6579018,42,0.020926006138324738
1562225629.9521158,94,0.013435625471174717
1562225630.3739865,167,0.012483703903853893
1562225630.685155,229,0.011959983967244625
1562225630.7110856,234,0.011945991776883602
1562225630.915539,273,0.011853286065161228
1562225631.1369467,310,0.011807895265519619
1562225631.187811,318,0.011754819191992283
1562225632.0674582,474,0.011625521816313267
1562225632.4514325,536,0.011588700115680695
1562225632.6738358,579,0.011573328636586666
1562225632.706748,586,0.011554292403161526
1562225632.9560816,634,0.011524809524416924
1562225633.0388603,647,0.011522426269948483
1562225633.4008923,714,0.011410234495997429
1562225633.8536804,808,0.01104989554733038
1562225634.9437664,1014,0.009934126399457455
1562225635.253937,1066,0.009500758722424507
1562225636.6142979,1333,0.009332857094705105
1562225636.6322503,1337,0.009326708503067493
1562225636.8646286,1385,0.00932389311492443
1562225636.904522,1392,0.00936152134090662
1562225637.1718073,1436,0.00932303722947836
1562225638.5780463,1691,0.00929245725274086
1562225638.7964633,1734,0.00930183008313179
1562225638.8124192,1737,0.009326275438070297
1562225639.6461895,1877,0.009255217388272285
1562225639.8536355,1917,0.0092919385060668
1562225640.5996397,2036,0.009251936338841915
1562225640.9167924,2096,0.009244205430150032
1562225641.5421195,2199,0.009256458841264248
1562225641.9420502,2262,0.009246977046132088
1562225642.3579376,2307,0.009239458478987217
1562225642.8067374,2389,0.009288123808801174
1562225643.072028,2436,0.009303119033575058
1562225643.3423045,2485,0.009282819926738739
1562225643.3462942,2486,0.009244585409760475
1562225643.4041395,2498,0.009270633570849895
1562225643.5776758,2532,0.009285599924623966
1562225644.3805277,2685,0.00925402995198965
1562225644.6518025,2740,0.00923914648592472
1562225646.2197468,3038,0.009237737394869328
1562225647.2230632,3230,0.009226355701684952
1562225647.3138204,3246,0.009225619956851006
1562225647.628978,3305,0.009236889891326427
1562225649.435147,3618,0.009236738085746765
1562225649.446119,3620,0.009237869642674923
1562225649.7114084,3670,0.00922976341098547
1562225650.1472433,3741,0.00923819188028574
1562225650.5621336,3814,0.00922426488250494
1562225650.5990345,3821,0.009197511710226536
1562225651.2383249,3928,0.009233213029801846
1562225651.40089,3956,0.009204057976603508
1562225651.8078034,4036,0.009067793376743793
1562225652.6465588,4196,0.00897105410695076
1562225653.3047976,4317,0.00881387759000063
1562225653.703732,4400,0.008719739504158497
1562225654.2154825,4492,0.007256065960973501
1562225654.3052418,4509,0.00837593525648117
1562225655.1669385,4676,0.0021368933375924826
1562225655.7214549,4788,0.0019094382878392935
1562225656.684878,4971,0.0019293802324682474
1562225657.5395923,5106,0.0017983985599130392
1562225657.6832092,5134,0.0017784322844818234
1562225658.8829997,5345,0.0017172074876725674
1562225658.9737585,5359,0.0017796042375266552
1562225660.0967538,5549,0.001754899276420474
1562225660.8248067,5679,0.0017054303316399455
1562225661.113037,5723,0.0017275875434279442
1562225661.598736,5808,0.0017224884359166026
1562225661.8690138,5864,0.0017018376383930445
1562225661.910902,5871,0.0017085756408050656
1562225662.118347,5907,0.0017370396526530385
1562225662.541216,5990,0.0017162852454930544
1562225663.6492524,6200,0.0016818357398733497
1562225663.7709284,6219,0.0016383395995944738
1562225664.2386768,6289,0.0016472116112709045
1562225665.7955136,6574,0.001633521169424057
1562225665.9550872,6603,0.0016495870659127831
1562225666.5724351,6699,0.0017292541451752186
1562225666.637262,6711,0.0016905067022889853
1562225667.4720292,6854,0.0016739031998440623
1562225668.0883822,6966,0.0016765969339758158
1562225669.19941,7155,0.0016196273500099778
1562225670.568748,7382,0.0016148186987265944
1562225670.9886255,7460,0.0016211086185649037
1562225671.0205393,7463,0.0016049707774072886
1562225671.3047795,7511,0.001577304326929152
1562225672.9773064,7788,0.0016506138490512967
1562225673.0451245,7798,0.001584144658409059
1562225673.283487,7833,0.0015782101545482874
1562225674.2917905,7991,0.0016159330261871219
1562225674.666788,8066,0.0015440454008057714
1562225675.2980995,8180,0.0015200248453766108
1562225675.4995623,8221,0.0015792647609487176
1562225676.2695014,8363,0.0015821713022887707
1562225676.3383174,8377,0.0016016765730455518
1562225677.0623817,8498,0.0015652887523174286
1562225677.1331918,8508,0.001592840882949531
1562225677.62388,8601,0.0015789789613336325
1562225679.1268606,8878,0.0016367455245926976
1562225679.4001296,8928,0.00157851108815521
1562225679.435036,8935,0.0015397279057651758
1562225679.754182,8993,0.00156589865218848
1562225681.6012425,9260,0.0016058621695265174
