Wall time,Step,Value
1562225629.6569042,42,0.020061226561665535
1562225629.9501207,94,0.014597240835428238
1562225630.3729892,167,0.012991896830499172
1562225630.6841574,229,0.012033085338771343
1562225630.7100885,234,0.012721430510282516
1562225630.9135447,273,0.012674166820943356
1562225631.1359491,310,0.010923254303634167
1562225631.1868134,318,0.0114363394677639
1562225632.0654635,474,0.011768349446356297
1562225632.4504335,536,0.011808102950453758
1562225632.6728392,579,0.011120467446744442
1562225632.7057505,586,0.011358710005879402
1562225632.9550843,634,0.011315657757222652
1562225633.037863,647,0.011980307288467884
1562225633.3998942,714,0.011376735754311085
1562225633.8526838,808,0.010699069127440453
1562225634.9427683,1014,0.009782635606825352
1562225635.252939,1066,0.010314670391380787
1562225636.6133006,1333,0.008848385885357857
1562225636.6312525,1337,0.00938144139945507
1562225636.862634,1385,0.00973101332783699
1562225636.902527,1392,0.008270560763776302
1562225637.1698122,1436,0.009559473022818565
1562225638.575055,1691,0.010139626450836658
1562225638.7954648,1734,0.010269999504089355
1562225638.8104248,1737,0.009509154595434666
1562225639.6451921,1877,0.008818385191261768
1562225639.8526378,1917,0.009895551949739456
1562225640.5986423,2036,0.008807256817817688
1562225640.9157941,2096,0.009149518795311451
1562225641.5411215,2199,0.009011944755911827
1562225641.939059,2262,0.009796074591577053
1562225642.3559434,2307,0.008724325336515903
1562225642.8057394,2389,0.009344867430627346
1562225643.070033,2436,0.009170527569949627
1562225643.34031,2485,0.009110480546951294
1562225643.3452964,2486,0.009784465655684471
1562225643.403142,2498,0.009306574240326881
1562225643.5756803,2532,0.009218886494636536
1562225644.379531,2685,0.009334524162113667
1562225644.650805,2740,0.009739797562360764
1562225646.2187493,3038,0.009616632014513016
1562225647.2220654,3230,0.010227772407233715
1562225647.3128228,3246,0.01020810566842556
1562225647.6279805,3305,0.009516262449324131
1562225649.4341497,3618,0.009872964583337307
1562225649.4451206,3620,0.009463566355407238
1562225649.7094133,3670,0.008676166646182537
1562225650.146246,3741,0.009192637167870998
1562225650.5611358,3814,0.009363117627799511
1562225650.598037,3821,0.009469635784626007
1562225651.2363303,3928,0.009821419604122639
1562225651.40089,3956,0.00944575946778059
1562225651.8068044,4036,0.008964144624769688
1562225652.645561,4196,0.009629574604332447
1562225653.3038008,4317,0.0092867286875844
1562225653.7027335,4400,0.008540013805031776
1562225654.214485,4492,0.0078046140260994434
1562225654.3042443,4509,0.007402318995445967
1562225655.1649432,4676,0.0018456840189173818
1562225655.7204573,4788,0.002059122547507286
1562225656.683881,4971,0.0024236964527517557
1562225657.5385947,5106,0.0017064573476091027
1562225657.6822112,5134,0.001088812598027289
1562225658.881006,5345,0.00198030355386436
1562225658.9727592,5359,0.0020042164251208305
1562225660.0947595,5549,0.0017394507303833961
